name,category,phone,full_address,street,city,state,zip_code,has_website,website_type,website_raw,website_explanation,is_claimed,rating,reviews_count,price_level,maps_url,search_keyword,search_location,scraped_at
Precision Flow Plumbing,Plumber |,(415) 873-3774,4.8,4.8,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,0,,https://www.google.com/maps/place/Precision+Flow+Plumbing/data=!4m7!3m6!1s0x808f7eee74b2ceab:0x950095844071bcc2!8m2!3d37.723629!4d-122.418187!16s%2Fg%2F1td53nwp!19sChIJq86ydO5-j4ARwrxxQISVAJU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"San Francisco, CA",2026-08-31T05:32:58.702906+00:00
24 HR Emergency Plumber Charlotte,Plumber |,(704) 703-2321,5.0,5.0,,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,0,,https://www.google.com/maps/place/24+HR+Emergency+Plumber+Charlotte/data=!4m7!3m6!1s0x87d8c972f016c46f:0x3f697dabb76d3d4!8m2!3d35.2089692!4d-80.8232661!16s%2Fg%2F11vlr958zk!19sChIJb8QW8HLJ2IcR1NN2u9qX9gM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Charlotte, NC",2026-08-31T05:32:57.134762+00:00
Columbus Plumbing Company,Plumber |,(614) 314-7411,3.9,3.9,,,,0,none,,No website URL listed in Google Business Profile,unknown,3.9,0,,https://www.google.com/maps/place/Columbus+Plumbing+Company/data=!4m7!3m6!1s0x8838896496413c65:0x53a49c680b5be05!8m2!3d39.961024!4d-83.0377084!16s%2Fg%2F11h2pcql9m!19sChIJZTxBlmSJOIgRBb61gMZJOgU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Columbus, OH",2026-08-31T05:32:56.992085+00:00
San Jose Drain and Main,Plumber |,(408) 854-2863,5.0,5.0,,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,0,,https://www.google.com/maps/place/San+Jose+Drain+and+Main/data=!4m7!3m6!1s0xad51097031f30579:0x43c541026ea2ff5e!8m2!3d37.3389025!4d-121.929186!16s%2Fg%2F11swc6cqq4!19sChIJeQXzMXAJUa0RXv-ibgJBxUM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"San Jose, CA",2026-08-31T05:32:56.637979+00:00
Mateo & Sons Plumbing Services,Plumber |,(469) 652-7576,4.7,4.7,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,0,,https://www.google.com/maps/place/Mateo+%26+Sons+Plumbing+Services/data=!4m7!3m6!1s0x864e71f121c56bb5:0xe500451b1bbd6090!8m2!3d32.7254131!4d-97.3257185!16s%2Fg%2F11mvg18ppv!19sChIJtWvFIfFxToYRkGC9GxtFAOU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Fort Worth, TX",2026-08-31T05:32:56.300044+00:00
True Line Plumbing Services,Plumber |,(945) 262-8339,4.7,4.7,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,0,,https://www.google.com/maps/place/True+Line+Plumbing+Services/data=!4m7!3m6!1s0x864e9a3fdaefa67f:0x8b6c5c67020a4afd!8m2!3d32.7344561!4d-96.8545919!16s%2Fg%2F1wb8v2xw!19sChIJf6bv2j-aToYR_UoKAmdcbIs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Dallas, TX",2026-08-31T05:32:54.016264+00:00
San Antonio Due South Plumbing,Plumber |,(210) 405-2379,4.7,4.7,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,0,,https://www.google.com/maps/place/San+Antonio+Due+South+Plumbing/data=!4m7!3m6!1s0x865cf59500b50235:0xa3780536fee3b00a!8m2!3d29.43108!4d-98.4721487!16s%2Fg%2F11h6rrtgf9!19sChIJNQK1AJX1XIYRCrDj_jYFeKM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"San Antonio, TX",2026-08-31T05:32:53.372482+00:00
Ajax Plumbing and Water Leaks,Plumber |,(210) 434-2303,4.5,4.5,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.5,0,,https://www.google.com/maps/place/Ajax+Plumbing+and+Water+Leaks/data=!4m7!3m6!1s0x865c5eb7d6f1b355:0xdcc6138b2cfd2c69!8m2!3d29.430712!4d-98.550281!16s%2Fg%2F1tfcj558!19sChIJVbPx1rdeXIYRaSz9LIsTxtw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"San Antonio, TX",2026-08-31T05:32:53.370482+00:00
William & Sons Plumbing,Plumber |,(215) 826-3077,4.8,4.8,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.8,0,,https://www.google.com/maps/place/William+%26+Sons+Plumbing/data=!4m7!3m6!1s0x89c6c76501099a9f:0x797ae24bd3c4d6e7!8m2!3d39.951072!4d-75.1679884!16s%2Fg%2F11knp7wc1b!19sChIJn5oJAWXHxokR59bE00vienk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Philadelphia, PA",2026-08-31T05:32:52.993306+00:00
Emmett's Speedy Plumbing Company,Plumber |,(224) 505-8069,4.7,4.7,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.7,0,,https://www.google.com/maps/place/Emmett%27s+Speedy+Plumbing+Company/data=!4m7!3m6!1s0x880e2d3465d06fff:0x4f9cae1160a2a124!8m2!3d41.888245!4d-87.6330981!16s%2Fg%2F11pwfb56zc!19sChIJ_2_QZTQtDogRJKGiYBGunE8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Chicago, IL",2026-08-31T05:32:51.008210+00:00
Captain Rooter Emergency Plumbers,Plumber |,(773) 823-0199,3.7,3.7,,,,0,none,,No website URL listed in Google Business Profile,unknown,3.7,0,,https://www.google.com/maps/place/Captain+Rooter+Emergency+Plumbers/data=!4m7!3m6!1s0x880fd386fe720c51:0x57a0e5b9893006f5!8m2!3d41.8964136!4d-87.6597052!16s%2Fg%2F11h0zcs3wv!19sChIJUQxy_obTD4gR9QYwibnloFc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Chicago, IL",2026-08-31T05:32:50.993740+00:00
CCS Plumbing Inc,Plumber |,,4.9 | (17),4.9 | (17),,,,0,none,,No website URL listed in Google Business Profile,unknown,4.9,17,,https://www.google.com/maps/place/CCS+Plumbing+Inc/data=!4m7!3m6!1s0x89c25a4aac528931:0x513644e90831f3ff!8m2!3d40.6957245!4d-73.9818952!16s%2Fg%2F1tgp1qp5!19sChIJMYlSrEpawokR__MxCOlENlE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"New York, NY",2026-08-31T05:32:50.693265+00:00
NYC Plumber Co,Plumber |,(929) 717-4784,5.0 | (59),5.0 | (59),,,,0,none,,No website URL listed in Google Business Profile,unknown,5.0,59,,https://www.google.com/maps/place/NYC+Plumber+Co/data=!4m7!3m6!1s0x8e4ccbe4a385f159:0xf00caf9beb6465b4!8m2!3d40.7098779!4d-74.0111448!16s%2Fg%2F11zx09njrj!19sChIJWfGFo-TLTI4RtGVk65uvDPA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"New York, NY",2026-08-31T05:32:50.684265+00:00
First Aid Plumbing Specialist,Plumber |,(832) 279-3065,4.9,4.9,,,,0,none,,No website URL listed in Google Business Profile,unknown,4.9,0,,https://www.google.com/maps/place/First+Aid+Plumbing+Specialist/data=!4m7!3m6!1s0x84ab7f0ef348b499:0x3ce9384f6f7ac29!8m2!3d29.8094884!4d-95.4193322!16s%2Fg%2F11p66h50cb!19sChIJmbRI8w5_q4QRKaz39oSTzgM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNi4wIJJjKgBIAVAD&rclk=1,plumber,"Houston, TX",2026-08-31T05:32:50.531924+00:00
